statistic_yyymm,site_id,family_name,gender,people_total
10506,臺中市神岡區,張,女,2597
10506,臺中市神岡區,黃,男,1258
10506,臺中市神岡區,黃,女,1305
10506,臺中市神岡區,劉,男,1170
10506,臺中市神岡區,劉,女,1207
10506,臺中市神岡區,李,男,1031
10506,臺中市神岡區,李,女,1013
10506,臺中市神岡區,楊,男,861
10506,臺中市神岡區,楊,女,853
10506,臺中市神岡區,吳,男,833
10506,臺中市神岡區,吳,女,856
10506,臺中市神岡區,蔡,男,762
10506,臺中市神岡區,蔡,女,789
10506,臺中市神岡區,廖,男,747
10506,臺中市神岡區,廖,女,721
10506,臺中市神岡區,許,男,489
10506,臺中市神岡區,許,女,490
10506,臺中市神岡區,呂,男,456
10506,臺中市神岡區,呂,女,396
10506,臺中市神岡區,江,男,424
10506,臺中市神岡區,江,女,414
10506,臺中市神岡區,賴,男,389
10506,臺中市神岡區,賴,女,415
10506,臺中市神岡區,謝,男,372
10506,臺中市神岡區,謝,女,398
10506,臺中市神岡區,紀,男,416
10506,臺中市神岡區,紀,女,336
10506,臺中市神岡區,徐,男,354
10506,臺中市神岡區,徐,女,387
10506,臺中市神岡區,洪,男,366
10506,臺中市神岡區,洪,女,360
10506,臺中市神岡區,鄭,男,340
10506,臺中市神岡區,鄭,女,379
10506,臺中市潭子區,林,男,7213
10506,臺中市潭子區,林,女,6598
10506,臺中市潭子區,陳,男,5750
10506,臺中市潭子區,陳,女,5804
10506,臺中市潭子區,張,男,3556
10506,臺中市潭子區,張,女,3794
10506,臺中市潭子區,黃,男,2334
10506,臺中市潭子區,黃,女,2527
10506,臺中市潭子區,劉,男,2386
10506,臺中市潭子區,劉,女,2435
10506,臺中市潭子區,李,男,2028
10506,臺中市潭子區,李,女,2068
10506,臺中市潭子區,王,男,1765
10506,臺中市潭子區,王,女,1890
10506,臺中市潭子區,吳,男,1653
10506,臺中市潭子區,吳,女,1777
10506,臺中市潭子區,廖,男,1549
10506,臺中市潭子區,廖,女,1533
10506,臺中市潭子區,賴,男,1398
10506,臺中市潭子區,賴,女,1372
10506,臺中市潭子區,蔡,男,1226
10506,臺中市潭子區,蔡,女,1245
10506,臺中市潭子區,楊,男,1190
10506,臺中市潭子區,楊,女,1273
10506,臺中市潭子區,江,男,1058
10506,臺中市潭子區,江,女,970
10506,臺中市潭子區,許,男,866
10506,臺中市潭子區,許,女,874
10506,臺中市潭子區,謝,男,863
10506,臺中市潭子區,謝,女,833
10506,臺中市潭子區,鄭,男,814
10506,臺中市潭子區,鄭,女,849
10506,臺中市潭子區,羅,男,734
10506,臺中市潭子區,羅,女,675
10506,臺中市潭子區,洪,男,672
10506,臺中市潭子區,洪,女,688
10506,臺中市潭子區,邱,男,691
10506,臺中市潭子區,邱,女,645
10506,臺中市潭子區,徐,男,643
10506,臺中市潭子區,徐,女,691
10506,臺中市大雅區,張,男,6245
10506,臺中市大雅區,張,女,5443
10506,臺中市大雅區,陳,男,4947
10506,臺中市大雅區,陳,女,5049
10506,臺中市大雅區,林,男,3699
10506,臺中市大雅區,林,女,3825
10506,臺中市大雅區,黃,男,2152
10506,臺中市大雅區,黃,女,2342
10506,臺中市大雅區,王,男,1931
10506,臺中市大雅區,王,女,2027
10506,臺中市大雅區,李,男,1925
10506,臺中市大雅區,李,女,1962
10506,臺中市大雅區,吳,男,1914
10506,臺中市大雅區,吳,女,1824
10506,臺中市大雅區,劉,男,1868
10506,臺中市大雅區,劉,女,1690
10506,臺中市大雅區,廖,男,1844
10506,臺中市大雅區,廖,女,1706
10506,臺中市大雅區,蔡,男,1747
10506,臺中市大雅區,蔡,女,1776
10506,臺中市大雅區,楊,男,1320
10506,臺中市大雅區,楊,女,1318
10506,臺中市大雅區,賴,男,956
10506,臺中市大雅區,賴,女,1029
10506,臺中市大雅區,許,男,820
10506,臺中市大雅區,許,女,855
10506,臺中市大雅區,江,男,836
10506,臺中市大雅區,江,女,826
10506,臺中市大雅區,洪,男,665
10506,臺中市大雅區,洪,女,630
10506,臺中市大雅區,鄭,男,511
10506,臺中市大雅區,鄭,女,571
10506,臺中市大雅區,曾,男,484
10506,臺中市大雅區,曾,女,494
10506,臺中市大雅區,邱,男,475
10506,臺中市大雅區,邱,女,497
10506,臺中市大雅區,謝,男,423
10506,臺中市大雅區,謝,女,486
10506,臺中市大雅區,徐,男,378
10506,臺中市大雅區,徐,女,470
10506,臺中市新社區,劉,男,1455
10506,臺中市新社區,劉,女,1158
10506,臺中市新社區,陳,男,1205
10506,臺中市新社區,陳,女,1148
10506,臺中市新社區,張,男,1075
10506,臺中市新社區,張,女,906
10506,臺中市新社區,王,男,790
10506,臺中市新社區,王,女,660
10506,臺中市新社區,黃,男,693
10506,臺中市新社區,黃,女,656
10506,臺中市新社區,詹,男,754
10506,臺中市新社區,詹,女,516
10506,臺中市新社區,林,男,611
10506,臺中市新社區,林,女,637
10506,臺中市新社區,李,男,510
10506,臺中市新社區,李,女,463
10506,臺中市新社區,吳,男,504
10506,臺中市新社區,吳,女,463
10506,臺中市新社區,羅,男,450
10506,臺中市新社區,羅,女,317
10506,臺中市新社區,徐,男,409
10506,臺中市新社區,徐,女,338
10506,臺中市新社區,廖,男,356
10506,臺中市新社區,廖,女,332
10506,臺中市新社區,蔡,男,298
10506,臺中市新社區,蔡,女,266
10506,臺中市新社區,楊,男,191
10506,臺中市新社區,楊,女,215
10506,臺中市新社區,彭,男,214
10506,臺中市新社區,彭,女,169
10506,臺中市新社區,邱,男,178
10506,臺中市新社區,邱,女,187
10506,臺中市新社區,賴,男,157
10506,臺中市新社區,賴,女,186
10506,臺中市新社區,曾,男,164
10506,臺中市新社區,曾,女,160
10506,臺中市新社區,許,男,150
10506,臺中市新社區,許,女,173
10506,臺中市新社區,鄭,男,139
10506,臺中市新社區,鄭,女,140
10506,臺中市石岡區,劉,男,1023
10506,臺中市石岡區,劉,女,802
10506,臺中市石岡區,黃,男,827
10506,臺中市石岡區,黃,女,646
10506,臺中市石岡區,張,男,704
10506,臺中市石岡區,張,女,656
10506,臺中市石岡區,林,男,684
10506,臺中市石岡區,林,女,600
10506,臺中市石岡區,陳,男,411
10506,臺中市石岡區,陳,女,495
10506,臺中市石岡區,李,男,254
10506,臺中市石岡區,李,女,264
10506,臺中市石岡區,羅,男,296
10506,臺中市石岡區,羅,女,221
10506,臺中市石岡區,鄧,男,271
10506,臺中市石岡區,鄧,女,168
10506,臺中市石岡區,徐,男,212
10506,臺中市石岡區,徐,女,190
10506,臺中市石岡區,郭,男,189
10506,臺中市石岡區,郭,女,150
10506,臺中市石岡區,吳,男,139
10506,臺中市石岡區,吳,女,167
10506,臺中市石岡區,詹,男,144
10506,臺中市石岡區,詹,女,155
10506,臺中市石岡區,廖,男,158
10506,臺中市石岡區,廖,女,139
10506,臺中市石岡區,謝,男,150
10506,臺中市石岡區,謝,女,129
10506,臺中市石岡區,邱,男,128
10506,臺中市石岡區,邱,女,130
10506,臺中市石岡區,王,男,92
10506,臺中市石岡區,王,女,163
10506,臺中市石岡區,鄭,男,144
10506,臺中市石岡區,鄭,女,99
10506,臺中市石岡區,曾,男,137
10506,臺中市石岡區,曾,女,103
10506,臺中市石岡區,朱,男,116
10506,臺中市石岡區,朱,女,99
10506,臺中市石岡區,鍾,男,115
10506,臺中市石岡區,鍾,女,90
10506,臺中市外埔區,陳,男,1938
10506,臺中市外埔區,陳,女,1862
10506,臺中市外埔區,李,男,1109
10506,臺中市外埔區,李,女,1016
10506,臺中市外埔區,張,男,1023
10506,臺中市外埔區,張,女,958
10506,臺中市外埔區,林,男,956
10506,臺中市外埔區,林,女,972
10506,臺中市外埔區,黃,男,956
10506,臺中市外埔區,黃,女,935
10506,臺中市外埔區,王,男,915
10506,臺中市外埔區,王,女,849
10506,臺中市外埔區,吳,男,626
10506,臺中市外埔區,吳,女,620
10506,臺中市外埔區,劉,男,513
10506,臺中市外埔區,劉,女,487
10506,臺中市外埔區,蔡,男,506
10506,臺中市外埔區,蔡,女,449
10506,臺中市外埔區,謝,男,429
10506,臺中市外埔區,謝,女,361
10506,臺中市外埔區,賴,男,369
10506,臺中市外埔區,賴,女,313
10506,臺中市外埔區,許,男,349
10506,臺中市外埔區,許,女,302
10506,臺中市外埔區,鄭,男,319
10506,臺中市外埔區,鄭,女,331
10506,臺中市外埔區,楊,男,299
10506,臺中市外埔區,楊,女,324
10506,臺中市外埔區,曾,男,314
10506,臺中市外埔區,曾,女,259
10506,臺中市外埔區,柯,男,303
10506,臺中市外埔區,柯,女,257
10506,臺中市外埔區,邱,男,299
10506,臺中市外埔區,邱,女,246
10506,臺中市外埔區,洪,男,256
10506,臺中市外埔區,洪,女,270
10506,臺中市外埔區,郭,男,239
10506,臺中市外埔區,郭,女,271
10506,臺中市外埔區,徐,男,252
10506,臺中市外埔區,徐,女,187
10506,臺中市大安區,陳,男,1878
10506,臺中市大安區,陳,女,1561
10506,臺中市大安區,黃,男,992
10506,臺中市大安區,黃,女,779
10506,臺中市大安區,林,男,752
10506,臺中市大安區,林,女,664
10506,臺中市大安區,李,男,708
10506,臺中市大安區,李,女,647
10506,臺中市大安區,王,男,546
10506,臺中市大安區,王,女,502
10506,臺中市大安區,吳,男,574
10506,臺中市大安區,吳,女,459
10506,臺中市大安區,莊,男,513
10506,臺中市大安區,莊,女,332
10506,臺中市大安區,張,男,417
10506,臺中市大安區,張,女,409
10506,臺中市大安區,許,男,340
10506,臺中市大安區,許,女,275
10506,臺中市大安區,蔡,男,276
10506,臺中市大安區,蔡,女,250
10506,臺中市大安區,洪,男,291
10506,臺中市大安區,洪,女,214
10506,臺中市大安區,卓,男,258
10506,臺中市大安區,卓,女,220
10506,臺中市大安區,柯,男,199
10506,臺中市大安區,柯,女,147
10506,臺中市大安區,鄭,男,152
10506,臺中市大安區,鄭,女,165
10506,臺中市大安區,易,男,171
10506,臺中市大安區,易,女,106
10506,臺中市大安區,周,男,131
10506,臺中市大安區,周,女,132
10506,臺中市大安區,蘇,男,118
10506,臺中市大安區,蘇,女,118
10506,臺中市大安區,楊,男,100
10506,臺中市大安區,楊,女,131
10506,臺中市大安區,徐,男,114
10506,臺中市大安區,徐,女,104
10506,臺中市大安區,紀,男,110
10506,臺中市大安區,紀,女,92
10506,臺中市烏日區,林,男,5490
10506,臺中市烏日區,林,女,4816
10506,臺中市烏日區,陳,男,4752
10506,臺中市烏日區,陳,女,4604
10506,臺中市烏日區,張,男,2116
10506,臺中市烏日區,張,女,2058
10506,臺中市烏日區,黃,男,1948
10506,臺中市烏日區,黃,女,1975
10506,臺中市烏日區,楊,男,2089
10506,臺中市烏日區,楊,女,1808
10506,臺中市烏日區,劉,男,1196
10506,臺中市烏日區,劉,女,1219
10506,臺中市烏日區,吳,男,1177
10506,臺中市烏日區,吳,女,1173
10506,臺中市烏日區,王,男,1122
10506,臺中市烏日區,王,女,1226
10506,臺中市烏日區,李,男,1055
10506,臺中市烏日區,李,女,1191
10506,臺中市烏日區,賴,男,1115
10506,臺中市烏日區,賴,女,1005
10506,臺中市烏日區,廖,男,1098
10506,臺中市烏日區,廖,女,981
10506,臺中市烏日區,蔡,男,829
10506,臺中市烏日區,蔡,女,883
10506,臺中市烏日區,何,男,694
10506,臺中市烏日區,何,女,599
10506,臺中市烏日區,許,男,588
10506,臺中市烏日區,許,女,642
10506,臺中市烏日區,洪,男,545
10506,臺中市烏日區,洪,女,606
10506,臺中市烏日區,謝,男,517
10506,臺中市烏日區,謝,女,534
10506,臺中市烏日區,江,男,466
10506,臺中市烏日區,江,女,506
10506,臺中市烏日區,鄭,男,435
10506,臺中市烏日區,鄭,女,466
10506,臺中市烏日區,曾,男,391
10506,臺中市烏日區,曾,女,428
10506,臺中市烏日區,周,男,382
10506,臺中市烏日區,周,女,346
10506,臺中市大肚區,陳,男,5735
10506,臺中市大肚區,陳,女,4868
10506,臺中市大肚區,林,男,3942
10506,臺中市大肚區,林,女,3443
10506,臺中市大肚區,趙,男,2195
10506,臺中市大肚區,趙,女,1597
10506,臺中市大肚區,張,男,1416
10506,臺中市大肚區,張,女,1512
10506,臺中市大肚區,黃,男,1286
10506,臺中市大肚區,黃,女,1271
10506,臺中市大肚區,楊,男,1177
10506,臺中市大肚區,楊,女,1037
10506,臺中市大肚區,劉,男,1021
10506,臺中市大肚區,劉,女,940
10506,臺中市大肚區,李,男,952
10506,臺中市大肚區,李,女,984
10506,臺中市大肚區,王,男,801
10506,臺中市大肚區,王,女,938
10506,臺中市大肚區,吳,男,742
10506,臺中市大肚區,吳,女,786
10506,臺中市大肚區,蔡,男,748
10506,臺中市大肚區,蔡,女,763
10506,臺中市大肚區,郭,男,519
10506,臺中市大肚區,郭,女,470
10506,臺中市大肚區,鄭,男,423
10506,臺中市大肚區,鄭,女,415
10506,臺中市大肚區,賴,男,430
10506,臺中市大肚區,賴,女,372
10506,臺中市大肚區,洪,男,379
10506,臺中市大肚區,洪,女,415
10506,臺中市大肚區,謝,男,369
10506,臺中市大肚區,謝,女,359
10506,臺中市大肚區,何,男,354
10506,臺中市大肚區,何,女,359
10506,臺中市大肚區,廖,男,309
10506,臺中市大肚區,廖,女,334
10506,臺中市大肚區,許,男,280
10506,臺中市大肚區,許,女,355
10506,臺中市大肚區,孫,男,313
10506,臺中市大肚區,孫,女,223
10506,臺中市龍井區,陳,男,8467
10506,臺中市龍井區,陳,女,7504
10506,臺中市龍井區,林,男,4879
10506,臺中市龍井區,林,女,4453
10506,臺中市龍井區,王,男,2173
10506,臺中市龍井區,王,女,2126
10506,臺中市龍井區,張,男,1958
10506,臺中市龍井區,張,女,1941
10506,臺中市龍井區,黃,男,1493
10506,臺中市龍井區,黃,女,1593
10506,臺中市龍井區,劉,男,1551
10506,臺中市龍井區,劉,女,1451
10506,臺中市龍井區,紀,男,1578
10506,臺中市龍井區,紀,女,1260
10506,臺中市龍井區,楊,男,1210
10506,臺中市龍井區,楊,女,1177
10506,臺中市龍井區,蔡,男,1139
10506,臺中市龍井區,蔡,女,1234
10506,臺中市龍井區,李,男,1032
10506,臺中市龍井區,李,女,1243
10506,臺中市龍井區,吳,男,779
10506,臺中市龍井區,吳,女,893
10506,臺中市龍井區,何,男,745
10506,臺中市龍井區,何,女,693
10506,臺中市龍井區,洪,男,534
10506,臺中市龍井區,洪,女,578
10506,臺中市龍井區,郭,男,577
10506,臺中市龍井區,郭,女,478
10506,臺中市龍井區,謝,男,532
10506,臺中市龍井區,謝,女,496
10506,臺中市龍井區,鄭,男,460
10506,臺中市龍井區,鄭,女,475
10506,臺中市龍井區,徐,男,508
10506,臺中市龍井區,徐,女,401
10506,臺中市龍井區,賴,男,389
10506,臺中市龍井區,賴,女,443
10506,臺中市龍井區,許,男,359
10506,臺中市龍井區,許,女,450
10506,臺中市龍井區,蘇,男,405
10506,臺中市龍井區,蘇,女,395
10506,臺中市霧峰區,林,男,5012
10506,臺中市霧峰區,林,女,4376
10506,臺中市霧峰區,陳,男,3058
10506,臺中市霧峰區,陳,女,3069
10506,臺中市霧峰區,黃,男,2064
10506,臺中市霧峰區,黃,女,1916
10506,臺中市霧峰區,張,男,1877
10506,臺中市霧峰區,張,女,1745
10506,臺中市霧峰區,李,男,1237
10506,臺中市霧峰區,李,女,1328
10506,臺中市霧峰區,王,男,1182
10506,臺中市霧峰區,王,女,1129
10506,臺中市霧峰區,賴,男,1193
10506,臺中市霧峰區,賴,女,1035
10506,臺中市霧峰區,吳,男,1129
10506,臺中市霧峰區,吳,女,1077
10506,臺中市霧峰區,劉,男,906
10506,臺中市霧峰區,劉,女,950
10506,臺中市霧峰區,廖,男,883
10506,臺中市霧峰區,廖,女,863
10506,臺中市霧峰區,曾,男,864
10506,臺中市霧峰區,曾,女,756
10506,臺中市霧峰區,洪,男,777
10506,臺中市霧峰區,洪,女,840
10506,臺中市霧峰區,蔡,男,626
10506,臺中市霧峰區,蔡,女,685
10506,臺中市霧峰區,楊,男,589
10506,臺中市霧峰區,楊,女,663
10506,臺中市霧峰區,何,男,564
10506,臺中市霧峰區,何,女,525
10506,臺中市霧峰區,江,男,512
10506,臺中市霧峰區,江,女,463
10506,臺中市霧峰區,謝,男,472
10506,臺中市霧峰區,謝,女,492
10506,臺中市霧峰區,許,男,398
10506,臺中市霧峰區,許,女,506
10506,臺中市霧峰區,鄭,男,417
10506,臺中市霧峰區,鄭,女,404
10506,臺中市霧峰區,莊,男,406
10506,臺中市霧峰區,莊,女,356
10506,臺中市太平區,陳,男,9780
10506,臺中市太平區,陳,女,10095
10506,臺中市太平區,林,男,9837
10506,臺中市太平區,林,女,9564
10506,臺中市太平區,張,男,5747
10506,臺中市太平區,張,女,5851
10506,臺中市太平區,黃,男,4695
10506,臺中市太平區,黃,女,4958
10506,臺中市太平區,李,男,4072
10506,臺中市太平區,李,女,4011
10506,臺中市太平區,王,男,3497
10506,臺中市太平區,王,女,3586
10506,臺中市太平區,劉,男,3360
10506,臺中市太平區,劉,女,3225
10506,臺中市太平區,吳,男,3040
10506,臺中市太平區,吳,女,3146
10506,臺中市太平區,廖,男,2646
10506,臺中市太平區,廖,女,2436
10506,臺中市太平區,賴,男,2591
10506,臺中市太平區,賴,女,2483
10506,臺中市太平區,蔡,男,2552
10506,臺中市太平區,蔡,女,2497
10506,臺中市太平區,楊,男,2486
10506,臺中市太平區,楊,女,2472
10506,臺中市太平區,許,男,1909
10506,臺中市太平區,許,女,2030
10506,臺中市太平區,洪,男,1838
10506,臺中市太平區,洪,女,1868
10506,臺中市太平區,謝,男,1716
10506,臺中市太平區,謝,女,1644
10506,臺中市太平區,鄭,男,1305
10506,臺中市太平區,鄭,女,1383
10506,臺中市太平區,何,男,1391
10506,臺中市太平區,何,女,1288
10506,臺中市太平區,曾,男,1159
10506,臺中市太平區,曾,女,1238
10506,臺中市太平區,徐,男,1214
10506,臺中市太平區,徐,女,1143
10506,臺中市太平區,江,男,1141
10506,臺中市太平區,江,女,1180
10506,臺中市大里區,林,男,13175
10506,臺中市大里區,林,女,12633
10506,臺中市大里區,陳,男,11552
10506,臺中市大里區,陳,女,11759
10506,臺中市大里區,張,男,6022
10506,臺中市大里區,張,女,6485
10506,臺中市大里區,黃,男,5826
10506,臺中市大里區,黃,女,5998
10506,臺中市大里區,李,男,4158
10506,臺中市大里區,李,女,4481
10506,臺中市大里區,王,男,3510
10506,臺中市大里區,王,女,3813
10506,臺中市大里區,吳,男,3459
10506,臺中市大里區,吳,女,3598
10506,臺中市大里區,劉,男,3368
10506,臺中市大里區,劉,女,3467
10506,臺中市大里區,廖,男,2956
10506,臺中市大里區,廖,女,2865
10506,臺中市大里區,賴,男,2893
10506,臺中市大里區,賴,女,2890
10506,臺中市大里區,蔡,男,2521
10506,臺中市大里區,蔡,女,2746
10506,臺中市大里區,楊,男,2507
10506,臺中市大里區,楊,女,2698
10506,臺中市大里區,許,男,2247
10506,臺中市大里區,許,女,2298
10506,臺中市大里區,洪,男,2077
10506,臺中市大里區,洪,女,2055
10506,臺中市大里區,謝,男,1962
10506,臺中市大里區,謝,女,1981
10506,臺中市大里區,曾,男,1767
10506,臺中市大里區,曾,女,1721
10506,臺中市大里區,何,男,1641
10506,臺中市大里區,何,女,1598
10506,臺中市大里區,鄭,男,1432
10506,臺中市大里區,鄭,女,1497
10506,臺中市大里區,江,男,1376
10506,臺中市大里區,江,女,1396
10506,臺中市大里區,徐,男,1192
10506,臺中市大里區,徐,女,1302
10506,臺中市和平區,陳,男,566
10506,臺中市和平區,陳,女,469
10506,臺中市和平區,林,男,509
10506,臺中市和平區,林,女,514
10506,臺中市和平區,張,男,478
10506,臺中市和平區,張,女,438
10506,臺中市和平區,劉,男,359
10506,臺中市和平區,劉,女,306
10506,臺中市和平區,黃,男,347
10506,臺中市和平區,黃,女,258
10506,臺中市和平區,吳,男,255
10506,臺中市和平區,吳,女,211
10506,臺中市和平區,李,男,204
10506,臺中市和平區,李,女,164
10506,臺中市和平區,楊,男,150
10506,臺中市和平區,楊,女,153
10506,臺中市和平區,賴,男,163
10506,臺中市和平區,賴,女,139
10506,臺中市和平區,王,男,165
10506,臺中市和平區,王,女,133
10506,臺中市和平區,羅,男,119
10506,臺中市和平區,羅,女,104
10506,臺中市和平區,徐,男,114
10506,臺中市和平區,徐,女,91
10506,臺中市和平區,詹,男,102
10506,臺中市和平區,詹,女,87
10506,臺中市和平區,曾,男,115
10506,臺中市和平區,曾,女,68
10506,臺中市和平區,邱,男,87
10506,臺中市和平區,邱,女,64
10506,臺中市和平區,廖,男,85
10506,臺中市和平區,廖,女,57
10506,臺中市和平區,謝,男,78
10506,臺中市和平區,謝,女,63
10506,臺中市和平區,蘇,男,66
10506,臺中市和平區,蘇,女,73
10506,臺中市和平區,鄭,男,58
10506,臺中市和平區,鄭,女,72
10506,臺中市和平區,蔡,男,66
10506,臺中市和平區,蔡,女,61
10506,臺南市新營區,陳,男,4011
10506,臺南市新營區,陳,女,4260
10506,臺南市新營區,林,男,3148
10506,臺南市新營區,林,女,3007
10506,臺南市新營區,黃,男,2322
10506,臺南市新營區,黃,女,2440
10506,臺南市新營區,李,男,2379
10506,臺南市新營區,李,女,2285
10506,臺南市新營區,王,男,1992
10506,臺南市新營區,王,女,2035
10506,臺南市新營區,沈,男,2099
10506,臺南市新營區,沈,女,1745
10506,臺南市新營區,吳,男,1762
10506,臺南市新營區,吳,女,1820
10506,臺南市新營區,蔡,男,1745
10506,臺南市新營區,蔡,女,1745
10506,臺南市新營區,張,男,1586
10506,臺南市新營區,張,女,1689
10506,臺南市新營區,楊,男,894
10506,臺南市新營區,楊,女,945
10506,臺南市新營區,郭,男,870
10506,臺南市新營區,郭,女,818
10506,臺南市新營區,周,男,806
10506,臺南市新營區,周,女,721
10506,臺南市新營區,洪,男,781
10506,臺南市新營區,洪,女,724
10506,臺南市新營區,劉,男,695
10506,臺南市新營區,劉,女,788
10506,臺南市新營區,許,男,725
10506,臺南市新營區,許,女,743
10506,臺南市新營區,顏,男,765
10506,臺南市新營區,顏,女,682
10506,臺南市新營區,鄭,男,723
10506,臺南市新營區,鄭,女,698
10506,臺南市新營區,蘇,男,656
10506,臺南市新營區,蘇,女,649
10506,臺南市新營區,謝,男,559
10506,臺南市新營區,謝,女,538
10506,臺南市新營區,翁,男,538
10506,臺南市新營區,翁,女,503
10506,臺南市鹽水區,陳,男,1547
10506,臺南市鹽水區,陳,女,1461
10506,臺南市鹽水區,李,男,910
10506,臺南市鹽水區,李,女,817
10506,臺南市鹽水區,張,男,702
10506,臺南市鹽水區,張,女,587
10506,臺南市鹽水區,林,男,600
10506,臺南市鹽水區,林,女,626
10506,臺南市鹽水區,黃,男,620
10506,臺南市鹽水區,黃,女,582
10506,臺南市鹽水區,王,男,634
10506,臺南市鹽水區,王,女,554
10506,臺南市鹽水區,吳,男,608
10506,臺南市鹽水區,吳,女,559
10506,臺南市鹽水區,蔡,男,595
10506,臺南市鹽水區,蔡,女,555
10506,臺南市鹽水區,翁,男,588
10506,臺南市鹽水區,翁,女,470
10506,臺南市鹽水區,趙,男,554
10506,臺南市鹽水區,趙,女,386
10506,臺南市鹽水區,顏,男,472
10506,臺南市鹽水區,顏,女,315
10506,臺南市鹽水區,楊,男,372
10506,臺南市鹽水區,楊,女,349
10506,臺南市鹽水區,許,男,365
10506,臺南市鹽水區,許,女,328
10506,臺南市鹽水區,郭,男,351
10506,臺南市鹽水區,郭,女,297
10506,臺南市鹽水區,劉,男,320
10506,臺南市鹽水區,劉,女,261
10506,臺南市鹽水區,洪,男,303
10506,臺南市鹽水區,洪,女,256
10506,臺南市鹽水區,周,男,276
10506,臺南市鹽水區,周,女,246
10506,臺南市鹽水區,曾,男,277
10506,臺南市鹽水區,曾,女,216
10506,臺南市鹽水區,邱,男,255
10506,臺南市鹽水區,邱,女,229
10506,臺南市鹽水區,謝,男,241
10506,臺南市鹽水區,謝,女,217
10506,臺南市白河區,吳,男,1845
10506,臺南市白河區,吳,女,1474
10506,臺南市白河區,張,男,1538
10506,臺南市白河區,張,女,1254
10506,臺南市白河區,李,男,1163
10506,臺南市白河區,李,女,957
10506,臺南市白河區,林,男,1044
10506,臺南市白河區,林,女,962
10506,臺南市白河區,陳,男,915
10506,臺南市白河區,陳,女,981
10506,臺南市白河區,黃,男,801
10506,臺南市白河區,黃,女,793
10506,臺南市白河區,蘇,男,600
10506,臺南市白河區,蘇,女,549
10506,臺南市白河區,賴,男,571
10506,臺南市白河區,賴,女,472
10506,臺南市白河區,鄭,男,519
10506,臺南市白河區,鄭,女,402
10506,臺南市白河區,魏,男,530
10506,臺南市白河區,魏,女,378
10506,臺南市白河區,王,男,461
10506,臺南市白河區,王,女,439
10506,臺南市白河區,楊,男,386
10506,臺南市白河區,楊,女,343
10506,臺南市白河區,曾,男,370
10506,臺南市白河區,曾,女,307
10506,臺南市白河區,蔡,男,253
10506,臺南市白河區,蔡,女,287
10506,臺南市白河區,劉,男,243
10506,臺南市白河區,劉,女,236
10506,臺南市白河區,洪,男,204
10506,臺南市白河區,洪,女,184
10506,臺南市白河區,郭,男,202
10506,臺南市白河區,郭,女,182
10506,臺南市白河區,潘,男,172
10506,臺南市白河區,潘,女,176
10506,臺南市白河區,沈,男,200
10506,臺南市白河區,沈,女,141
10506,臺南市白河區,盧,男,149
10506,臺南市白河區,盧,女,138
10506,臺南市柳營區,陳,男,1102
10506,臺南市柳營區,陳,女,1052
10506,臺南市柳營區,吳,男,823
10506,臺南市柳營區,吳,女,695
10506,臺南市柳營區,黃,男,745
10506,臺南市柳營區,黃,女,654
10506,臺南市柳營區,林,男,739
10506,臺南市柳營區,林,女,637
10506,臺南市柳營區,劉,男,769
10506,臺南市柳營區,劉,女,588
10506,臺南市柳營區,張,男,665
10506,臺南市柳營區,張,女,521
10506,臺南市柳營區,王,男,569
10506,臺南市柳營區,王,女,533
10506,臺南市柳營區,連,男,599
10506,臺南市柳營區,連,女,426
10506,臺南市柳營區,蔡,男,551
10506,臺南市柳營區,蔡,女,456
10506,臺南市柳營區,李,男,494
10506,臺南市柳營區,李,女,453
10506,臺南市柳營區,楊,男,256
10506,臺南市柳營區,楊,女,269
10506,臺南市柳營區,鄭,男,282
10506,臺南市柳營區,鄭,女,226
10506,臺南市柳營區,莊,男,229
10506,臺南市柳營區,莊,女,191
10506,臺南市柳營區,顏,男,219
10506,臺南市柳營區,顏,女,177
10506,臺南市柳營區,許,男,166
10506,臺南市柳營區,許,女,167
10506,臺南市柳營區,沈,男,153
10506,臺南市柳營區,沈,女,167
10506,臺南市柳營區,周,男,173
10506,臺南市柳營區,周,女,144
10506,臺南市柳營區,廖,男,158
10506,臺南市柳營區,廖,女,159
10506,臺南市柳營區,邱,男,151
10506,臺南市柳營區,邱,女,129
10506,臺南市柳營區,謝,男,138
10506,臺南市柳營區,謝,女,140
10506,臺南市後壁區,林,男,1429
10506,臺南市後壁區,林,女,1256
10506,臺南市後壁區,黃,男,1379
10506,臺南市後壁區,黃,女,1162
10506,臺南市後壁區,陳,男,689
10506,臺南市後壁區,陳,女,835
10506,臺南市後壁區,賴,男,853
10506,臺南市後壁區,賴,女,648
10506,臺南市後壁區,王,男,762
10506,臺南市後壁區,王,女,636
10506,臺南市後壁區,廖,男,806
10506,臺南市後壁區,廖,女,575
10506,臺南市後壁區,張,男,576
10506,臺南市後壁區,張,女,544
10506,臺南市後壁區,李,男,546
10506,臺南市後壁區,李,女,527
10506,臺南市後壁區,莊,男,571
10506,臺南市後壁區,莊,女,445
10506,臺南市後壁區,吳,男,307
10506,臺南市後壁區,吳,女,350
10506,臺南市後壁區,楊,男,283
10506,臺南市後壁區,楊,女,279
10506,臺南市後壁區,蕭,男,314
10506,臺南市後壁區,蕭,女,244
10506,臺南市後壁區,蘇,男,263
10506,臺南市後壁區,蘇,女,239
